,no,0:pixels,1:point-x,2:point-y,3:0x,4:x1,5:y0,6:y1,7:width,8:height,9:inv-oblate,10:S-length,11:L-length1,12:oblate,13:round,14:ellipsity,15:filling-ratio,16:outer-pixels,17:thickness,18:slenderness,19:wrap-count,20:outer-area,21:deg0,22:deg1,23:average,24:min-v,25:max-v,26:contrast1,27:ex-average,28:contrast2,29:contrast3,30:angle-angle,31:angle-centerX,32:angle-centerY,33:angle-radius,34:bestfit-maxdist,35:bestfit-mindist,36:bestfit-meandist,37:bestfit-rmsedist,38:line-angle,39:line-arc-angle,40:line-arc-centerX,41:line-arc-centerY,42:line-arc-radius,43:line-chord-length,44:line-endX,45:line-endY,46:line-endXY,47:line-length,48:line-positionX,49:line-positionXY,50:line-positionY,51:line-startX,52:line-startXY,53:line-startY,54:object-class,55:object-classname,56:object-parent,57:point-intensity,58:point-locationX,59:point-locationXY,60:point-locationY,61:region-area,62:axis-major,63:axis-minor,64:region-centerX,65:region-centerXY,66:region-centerY,67:region-direction,68:region-intensity,69:region-area-percent,70:region-perimeter
2544,2545,70,141,802,137,146,799,807,10,9,11111,9,10,9000,8913,9903,7777,44,36,6,11,15,90,90,201,185,228,43,176,25,9,0.8596050114130023,141,802,328.67585572538627,10,9,9.5,9.486832980505138,41.6335393365702,41.6335393365702,141,802,2.0118446353109127,0,146,807,476.5,12.041594578792296,141.5,472.25,803.0,137,468.0,799,1,1,1,201,141.5,472.25,803.0,70,90,90,141,471.5,802,90,1,1,1
2545,2546,58,1666,801,1659,1673,799,808,15,10,15000,10,15,6666,3282,5681,3866,88,18,24,17,6,90,90,191,185,218,33,179,12,6,0.01207871231463813,1666,801,446.50012685738324,15,10,12.5,12.24744871391589,32.7352262721076,32.7352262721076,1666,801,2.8632674709820307,0,1673,808,1240.5,16.64331697709324,1666.0,1234.75,803.5,1659,1229.0,799,1,1,1,191,1666.0,1234.75,803.5,58,90,90,1666,1233.5,801,90,1,1,1
2546,2547,45,512,802,508,516,797,806,9,10,12500,8,10,8000,5730,7162,5000,52,22,12,14,8,158,34,204,195,228,33,186,18,9,1.2140228418040346,512,802,260.34994765149264,10,8,9.0,8.94427190999916,48.366460663429805,48.366460663429805,512,802,2.009996414487538,0,516,806,661.0,12.041594578792296,512.0,656.75,801.5,508,652.5,797,1,1,1,204,512.0,656.75,801.5,45,34,158,512,657.0,802,34,1,1,1
2547,2548,74,920,793,915,927,785,802,13,18,13846,13,18,7222,2908,5177,3162,106,18,29,17,6,0,90,214,205,238,33,197,17,8,175.80065400192052,920,793,87.54216629534562,18,13,15.5,15.297058540778355,54.78240703180729,54.78240703180729,920,793,3.4726225638413304,0,927,802,864.5,20.808652046684813,921.0,857.25,793.5,915,850.0,785,1,1,1,214,921.0,857.25,793.5,74,90,0,920,856.5,793,90,1,1,1
2548,2549,33,1037,799,1034,1041,793,805,8,13,21666,6,13,4615,2486,5836,3173,54,17,16,14,6,11,90,191,185,205,20,179,12,6,151.97191691434764,1037,799,21.469274821381735,13,6,9.5,8.831760866327848,59.743562836470744,59.743562836470744,1037,799,2.3198844139045582,0,1041,805,923.0,13.892443989449804,1037.5,918.25,799.0,1034,913.5,793,1,1,1,191,1037.5,918.25,799.0,33,90,11,1037,918.0,799,90,1,1,1
2549,2550,65,1047,805,1044,1051,800,811,8,12,17142,7,12,5833,5747,9852,6770,40,37,5,10,16,169,56,217,205,239,34,196,21,9,143.95663560791192,1047,805,9.473221963666113,12,7,9.5,9.16515138991168,57.52880770915151,57.52880770915151,1047,805,2.173675740962213,0,1051,811,931.0,13.038404810405298,1047.5,926.5,805.5,1044,922.0,800,1,1,1,217,1047.5,926.5,805.5,65,56,169,1047,926.0,805,56,1,1,1
2550,2551,38,1092,801,1088,1096,799,805,9,7,15000,6,9,6666,5973,8960,6031,36,26,7,12,10,68,90,221,215,233,18,206,15,9,174.8414723834039,1092,801,128.52968611620227,9,6,7.5,7.3484692283495345,36.86989764584402,36.86989764584402,1092,801,1.6881650340819931,0,1096,805,950.5,10.0,1092.0,947.0,802.0,1088,943.5,799,1,1,1,221,1092.0,947.0,802.0,38,90,68,1092,946.5,801,90,1,1,1
2551,2552,43,1818,802,1814,1823,800,808,10,9,18571,7,13,5384,3240,6518,4777,52,21,12,13,8,113,45,201,195,217,22,186,15,9,0.11933474461681003,1818,802,361.8348898663409,13,7,10.0,9.539392014169456,41.6335393365702,41.6335393365702,1818,802,2.0470642718177054,0,1823,808,1315.5,12.041594578792296,1818.5,1311.25,804.0,1814,1307.0,800,1,1,1,201,1818.5,1311.25,804.0,43,45,113,1818,1310.0,802,45,1,1,1
2552,2553,44,373,797,369,378,794,803,10,10,17142,7,12,5833,3890,6669,4400,66,18,18,17,6,56,124,201,195,211,16,189,12,6,0.6155512725698302,373,797,299.5073600109468,12,7,9.5,9.16515138991168,45.0,45.0,373,797,2.135041612651109,0,378,803,590.5,12.727922061357855,373.5,586.0,798.5,369,581.5,794,1,1,1,201,373.5,586.0,798.5,44,124,56,373,585.0,797,124,1,1,1
2553,2554,44,725,802,722,729,796,809,8,14,23333,6,14,4285,2858,6669,3928,52,21,12,13,8,11,90,214,205,245,40,197,17,8,178.3374299546772,725,802,81.17505392909379,14,6,10.0,9.16515138991168,61.69924423399363,61.69924423399363,725,802,2.4617436134663198,0,729,809,769.0,14.7648230602334,725.5,764.0,802.5,722,759.0,796,1,1,1,214,725.5,764.0,802.5,44,90,11,725,763.5,802,90,1,1,1
2554,2555,45,860,800,857,864,795,805,8,11,18333,6,11,5454,4735,8681,5113,50,23,11,14,9,146,45,203,195,216,21,189,14,6,0.5107399956155805,860,800,135.5044355515628,11,6,8.5,8.12403840463596,55.00797980144134,55.00797980144134,860,800,2.039012688713025,0,864,805,834.5,12.206555615733702,860.5,830.25,800.0,857,826.0,795,1,1,1,203,860.5,830.25,800.0,45,45,146,860,830.0,800,45,1,1,1
2555,2556,85,182,804,177,191,799,809,15,11,21250,8,17,4705,3745,7958,5151,58,34,9,11,14,124,23,208,195,231,36,188,20,7,0.1633425625494432,182,804,222.33580801346002,17,8,12.5,11.661903789690601,35.53767779197438,35.53767779197438,182,804,2.894449658808746,0,191,809,500.0,17.204650534085253,184.0,494.0,804.0,177,488.0,799,1,1,1,208,184.0,494.0,804.0,85,23,124,182,493.0,804,23,1,1,1
2556,2557,65,838,802,835,843,797,809,9,13,16250,8,13,6153,4897,8621,5555,62,25,12,14,10,11,90,207,195,228,33,187,20,8,179.82531828661155,838,802,169.00050812890052,13,8,10.5,10.198039027185569,56.309932474020215,56.309932474020215,838,802,2.405546193647988,0,843,809,826.0,14.422205101855956,839.0,821.0,803.0,835,816.0,797,1,1,1,207,839.0,821.0,803.0,65,90,11,838,820.0,802,90,1,1,1
2557,2558,47,1196,802,1190,1202,799,806,13,8,16250,8,13,6153,3541,6234,4519,66,19,17,15,7,79,90,206,195,230,35,188,18,7,179.82150905244796,1196,802,113.1669262714366,13,8,10.5,10.198039027185569,30.256437163529263,30.256437163529263,1196,802,2.3198844139045582,0,1202,806,1004.0,13.892443989449804,1196.0,999.25,802.5,1190,994.5,799,1,1,1,206,1196.0,999.25,802.5,47,90,79,1196,999.0,802,90,1,1,1
2558,2559,33,1517,801,1514,1522,795,807,9,13,23333,6,14,4285,2144,5387,2820,64,15,21,16,5,146,68,203,195,222,27,186,17,9,176.76281147835073,1517,801,75.36474120291342,14,6,10.0,9.16515138991168,56.309932474020215,56.309932474020215,1517,801,2.4197422680676706,0,1522,807,1164.5,14.422205101855956,1518.0,1159.5,801.0,1514,1154.5,795,1,1,1,203,1518.0,1159.5,801.0,33,68,146,1517,1159.0,801,68,1,1,1
2559,2560,50,1648,808,1645,1653,802,814,9,13,18571,7,13,5384,3767,7579,4273,62,21,15,15,8,146,68,207,195,241,46,184,23,11,3.0062289262048134,1648,808,203.86455791070384,13,7,10.0,9.539392014169456,56.309932474020215,56.309932474020215,1648,808,2.4197422680676706,0,1653,814,1233.5,14.422205101855956,1649.0,1228.5,808.0,1645,1223.5,802,1,1,1,207,1649.0,1228.5,808.0,50,68,146,1648,1228.0,808,68,1,1,1
2560,2561,49,556,807,553,561,803,814,9,12,15000,8,12,6666,4333,7799,4537,62,20,16,15,7,11,68,225,215,244,29,199,26,16,0.634131705396426,556,807,247.6701269867874,12,8,10.0,9.797958971132712,53.97262661489639,53.97262661489639,556,807,2.2670542111737713,0,561,814,687.5,13.601470508735444,557.0,682.75,808.5,553,678.0,803,1,1,1,225,557.0,682.75,808.5,49,68,11,556,681.5,807,68,1,1,1
2561,2562,44,950,803,945,956,800,807,12,8,20000,6,12,5000,3890,7781,4583,58,20,15,16,7,113,90,203,195,221,26,186,17,9,179.07109404540878,950,803,93.1705557200945,12,6,9.0,8.48528137423857,32.47119229084849,32.47119229084849,950,803,2.173675740962213,0,956,807,881.5,13.038404810405298,950.5,877.0,803.5,945,872.5,800,1,1,1,203,950.5,877.0,803.5,44,90,113,950,876.5,803,90,1,1,1
2562,2563,44,1115,804,1112,1119,800,809,8,10,12500,8,10,8000,5602,7781,5500,50,22,11,13,8,0,90,213,205,235,30,198,15,7,179.2184081004251,1115,804,61.34040588627897,10,8,9.0,8.94427190999916,52.1250163489018,52.1250163489018,1115,804,1.900520706238808,0,1119,809,964.0,11.40175425099138,1115.5,960.0,804.5,1112,956.0,800,1,1,1,213,1115.5,960.0,804.5,44,90,0,1115,959.5,804,90,1,1,1
2563,2564,41,1318,808,1313,1322,803,815,10,13,21666,6,13,4615,3089,7250,3153,48,22,11,12,8,135,56,196,185,227,42,175,21,10,177.85846648992595,1318,808,99.8502114828492,13,6,9.5,8.831760866327848,53.13010235415598,53.13010235415598,1318,808,2.522220926694004,0,1322,815,1068.5,15.0,1317.5,1063.25,809.0,1313,1058.0,803,1,1,1,196,1317.5,1063.25,809.0,41,56,135,1318,1063.0,808,56,1,1,1
2564,2565,53,1714,801,1709,1721,796,807,13,12,17500,8,14,5714,3443,6489,3397,78,18,22,17,6,34,158,214,205,234,29,196,18,9,0.6349298171847553,1714,801,217.68027397657235,14,8,11.0,10.583005244258363,42.510447078000844,42.510447078000844,1714,801,2.715102044859727,0,1721,807,1264.0,16.278820596099706,1715.0,1258.25,801.5,1709,1252.5,796,1,1,1,214,1715.0,1258.25,801.5,53,158,34,1714,1257.5,801,158,1,1,1
2565,2566,75,804,807,800,808,801,815,9,15,18750,8,15,5333,4244,8526,5555,70,26,13,15,10,169,90,206,195,230,35,189,17,6,0.10940655183812734,804,807,222.83741063664488,15,8,11.5,10.954451150103322,60.25511870305778,60.25511870305778,804,807,2.692562410154523,0,808,815,811.5,16.1245154965971,804.0,806.0,808.0,800,800.5,801,1,1,1,206,804.0,806.0,808.0,75,90,169,804,805.5,807,90,1,1,1
2566,2567,38,1231,805,1224,1237,803,808,14,6,23333,6,14,4285,2469,6203,4523,46,21,11,11,8,79,90,221,205,245,40,194,27,11,179.9500557329403,1231,805,101.1679102619009,14,6,10.0,9.16515138991168,21.037511025421818,21.037511025421818,1231,805,2.3313856369633146,0,1237,808,1022.5,13.92838827718412,1230.5,1018.0,805.5,1224,1013.5,803,1,1,1,221,1230.5,1018.0,805.5,38,90,79,1231,1018.0,805,90,1,1,1
2567,2568,32,1411,804,1409,1415,800,808,7,9,18000,5,9,5555,5030,9054,5079,40,21,10,14,8,34,90,210,195,226,31,183,27,12,178.50454850256622,1411,804,54.33893273690783,9,5,7.0,6.708203932499369,53.13010235415598,53.13010235415598,1411,804,1.6881650340819931,0,1415,808,1111.5,10.0,1412.0,1108.0,804.0,1409,1104.5,800,1,1,1,210,1412.0,1108.0,804.0,32,90,34,1411,1107.5,804,90,1,1,1
2568,2569,32,1557,807,1553,1561,804,810,9,7,12857,7,9,7777,5030,7276,5079,48,18,13,15,6,79,90,214,205,234,29,195,19,10,1.0616293579947014,1557,807,272.3389738092629,9,7,8.0,7.937253933193772,36.86989764584402,36.86989764584402,1557,807,1.6666666666666667,0,1561,810,1185.5,10.0,1557.0,1182.0,807.0,1553,1178.5,804,1,1,1,214,1557.0,1182.0,807.0,32,90,79,1557,1182.0,807,90,1,1,1
2569,2570,40,69,804,64,74,800,809,11,10,12222,9,11,8181,4209,5659,3636,60,18,17,15,6,23,90,203,195,221,26,187,16,8,0.0655131887801804,69,804,459.00155721500477,11,9,10.0,9.9498743710662,41.98721249581666,41.98721249581666,69,804,2.245698674883054,0,74,809,441.5,13.45362404707371,69.0,436.75,804.5,64,432.0,800,1,1,1,203,69.0,436.75,804.5,40,90,23,69,436.5,804,90,1,1,1
2570,2571,190,1335,808,1325,1347,797,822,23,26,12380,21,26,8076,3579,4800,3177,162,28,29,17,11,135,79,207,195,240,45,187,20,8,0.12618431504735822,1335,808,397.503734129137,26,21,23.5,23.366642891095847,48.65222278030633,48.65222278030633,1335,808,5.550859610317381,0,1347,822,1084.5,33.301651610693426,1336.0,1072.75,809.5,1325,1061.0,797,1,1,1,207,1336.0,1072.75,809.5,190,79,135,1335,1071.5,808,79,1,1,1
2571,2572,149,216,802,207,229,796,809,23,14,20000,12,24,5000,3294,6874,4627,136,26,26,18,10,101,34,207,195,233,38,187,20,8,0.1900439118873123,216,802,268.0028513615145,24,12,18.0,16.97056274847714,30.579226872489016,30.579226872489016,216,802,4.263579481104228,0,229,809,519.0,25.553864678361276,218.0,510.25,802.5,207,501.5,796,1,1,1,207,218.0,510.25,802.5,149,34,101,216,509.0,802,34,1,1,1
2572,2573,119,705,803,698,714,796,810,17,15,12142,14,17,8235,5243,6764,4666,106,27,20,17,11,79,90,225,215,255,40,204,21,11,179.8828308800722,705,803,195.33350374896975,17,14,15.5,15.427248620541512,41.18592516570965,41.18592516570965,705,803,3.550208197933841,0,714,810,762.0,21.2602916254693,706.0,754.5,803.0,698,747.0,796,1,1,1,225,706.0,754.5,803.0,119,90,79,705,754.0,803,90,1,1,1
2573,2574,33,1388,803,1383,1394,800,808,12,9,17142,7,12,5833,2918,6002,3055,56,16,18,14,5,34,90,198,195,217,22,189,9,6,0.2636290268844224,1388,803,331.168967267987,12,7,9.5,9.16515138991168,36.02737338510361,36.02737338510361,1388,803,2.273533595125326,0,1394,808,1101.0,13.601470508735444,1388.5,1096.25,804.0,1383,1091.5,800,1,1,1,198,1388.5,1096.25,804.0,33,90,34,1388,1095.5,803,90,1,1,1
2574,2575,66,84,809,79,91,804,814,13,11,11818,11,13,8461,4972,6945,4615,72,23,16,15,9,79,90,206,195,236,41,188,18,7,0.4990898089360792,84,809,339.0033279942428,13,11,12.0,11.958260743101398,39.80557109226519,39.80557109226519,84,809,2.612232179818017,0,91,814,452.5,15.620499351813308,85.0,447.0,809.0,79,441.5,804,1,1,1,206,85.0,447.0,809.0,66,90,79,84,446.5,809,90,1,1,1
2575,2576,92,814,812,809,821,806,820,13,15,15000,10,15,6666,5206,9762,4717,72,30,12,14,12,34,90,202,195,216,21,188,14,7,179.62940791304862,814,812,263.00142047413686,15,10,12.5,12.24744871391589,49.398705354995535,49.398705354995535,814,812,3.073399248106884,0,821,820,820.5,18.439088914585774,815.0,814.0,813.0,809,807.5,806,1,1,1,202,815.0,814.0,813.0,92,90,34,814,813.0,812,90,1,1,1
2576,2577,41,1662,810,1660,1665,806,817,6,12,20000,6,12,5000,3625,7910,5694,48,22,11,13,8,0,90,193,185,206,21,180,13,5,177.5742586524606,1662,810,145.50372508228,12,6,9.0,8.48528137423857,65.55604521958347,65.55604521958347,1662,810,2.014651510143915,0,1665,817,1241.0,12.083045973594572,1662.5,1237.0,811.5,1660,1233.0,806,1,1,1,193,1662.5,1237.0,811.5,41,90,0,1662,1236.0,810,90,1,1,1
2577,2578,40,1687,811,1684,1691,807,815,8,9,12857,7,9,7777,6288,9095,5555,50,21,12,15,8,23,68,230,215,246,31,197,33,18,2.0836424437021326,1687,811,281.0051381360527,9,7,8.0,7.937253933193772,48.81407483429036,48.81407483429036,1687,811,1.7761423749153966,0,1691,815,1253.0,10.63014581273465,1687.5,1249.25,811.0,1684,1245.5,807,1,1,1,230,1687.5,1249.25,811.0,40,68,23,1687,1249.0,811,68,1,1,1
2578,2579,32,26,805,23,29,803,810,7,8,12857,7,9,7777,5030,8315,5714,44,19,12,13,7,0,56,215,205,234,29,190,25,15,0.43471830148111285,26,805,381.008339263448,9,7,8.0,7.937253933193772,49.398705354995535,49.398705354995535,26,805,1.5727505283848817,0,29,810,419.5,9.219544457292887,26.0,416.25,806.5,23,413.0,803,1,1,1,215,26.0,416.25,806.5,32,56,0,26,415.5,805,56,1,1,1
2579,2580,105,651,812,645,657,808,819,13,12,10833,12,13,9230,7911,9284,6730,64,37,9,12,16,79,90,218,205,248,43,198,20,7,179.02712831116708,651,812,161.8408298448838,13,12,12.5,12.489995996796797,42.510447078000844,42.510447078000844,651,812,2.738441168036811,0,657,819,738.0,16.278820596099706,651.0,732.25,813.5,645,726.5,808,1,1,1,218,651.0,732.25,813.5,105,90,79,651,731.5,812,90,1,1,1
2580,2581,38,997,810,994,1002,808,813,9,6,15000,6,9,6666,5973,8960,7037,38,25,8,12,10,79,90,213,205,226,21,195,18,10,179.8850236740476,997,810,101.83461118071227,9,6,7.5,7.3484692283495345,32.005383208083494,32.005383208083494,997,810,1.5727505283848817,0,1002,813,907.5,9.433981132056603,998.0,904.25,810.5,994,901.0,808,1,1,1,213,998.0,904.25,810.5,38,90,79,997,903.5,810,90,1,1,1
2581,2582,49,1262,809,1257,1268,806,815,12,10,17142,7,12,5833,4333,8102,4083,46,26,9,12,10,113,90,215,205,247,42,196,19,9,178.80178625106043,1262,809,71.17521032956218,12,7,9.5,9.16515138991168,39.28940686250036,39.28940686250036,1262,809,2.386038878180645,0,1268,815,1041.5,14.212670403551895,1262.5,1036.5,810.5,1257,1031.5,806,1,1,1,215,1262.5,1036.5,810.5,49,90,113,1262,1035.5,809,90,1,1,1
2582,2583,42,1424,805,1422,1429,801,810,8,10,14285,7,10,7000,5348,7639,5250,58,19,15,17,7,11,56,189,185,207,22,178,11,7,175.1519464261474,1424,805,43.70486891376379,10,7,8.5,8.366600265340756,52.1250163489018,52.1250163489018,1424,805,1.9238672944775093,0,1429,810,1119.5,11.40175425099138,1425.5,1115.5,805.5,1422,1111.5,801,1,1,1,189,1425.5,1115.5,805.5,42,56,11,1424,1114.5,805,56,1,1,1
2583,2584,97,1524,811,1517,1532,808,818,16,11,14545,11,16,6875,4824,8637,5511,68,33,10,12,14,68,90,209,195,237,42,189,20,6,3.3203231017619803,1524,811,269.5304674448434,16,11,13.5,13.2664991614216,33.690067525979785,33.690067525979785,1524,811,3.040986486433093,0,1532,818,1175.0,18.027756377319946,1524.5,1168.75,813.0,1517,1162.5,808,1,1,1,209,1524.5,1168.75,813.0,97,90,68,1524,1167.5,811,90,1,1,1
2584,2585,50,7,808,1,16,804,812,16,9,20000,8,16,5000,2487,5305,3472,72,18,20,15,6,68,90,198,195,211,16,190,8,5,0.2942777913574047,7,808,416.83797740618365,16,8,12.0,11.313708498984761,28.072486935852957,28.072486935852957,7,808,2.843326725454014,0,16,812,414.0,17.0,8.5,408.25,808.0,1,402.5,804,1,1,1,198,8.5,408.25,808.0,50,90,68,7,407.5,808,90,1,1,1
2585,2586,46,991,815,989,996,809,820,8,12,18571,7,13,5384,3466,6973,4791,52,22,12,13,8,158,45,206,195,227,32,187,19,8,177.2064709175657,991,815,228.0596811403075,13,7,10.0,9.539392014169456,57.52880770915151,57.52880770915151,991,815,2.232603855367039,0,996,820,908.0,13.038404810405298,992.5,903.5,814.5,989,899.0,809,1,1,1,206,992.5,903.5,814.5,46,45,158,991,903.0,815,45,1,1,1
2586,2587,147,1375,799,1368,1387,787,809,20,23,13000,20,26,7692,2769,4069,3195,172,22,39,18,8,0,56,202,195,228,33,188,14,7,1.4261818326758529,1375,799,193.4070121494035,26,20,23.0,22.80350850198276,49.18491612511841,49.18491612511841,1375,799,4.918823890210518,0,1387,809,1098.0,29.068883707497267,1377.5,1087.75,798.0,1368,1077.5,787,1,1,1,202,1377.5,1087.75,798.0,147,56,0,1375,1087.0,799,56,1,1,1
2587,2588,30,599,812,597,602,809,816,6,8,16000,5,8,6250,5968,9549,6250,30,25,6,11,10,11,90,179,175,190,15,170,9,5,0.13541937686888744,599,812,152.52054530969025,8,5,6.5,6.324555320336759,54.46232220802562,54.46232220802562,599,812,1.434258545910665,0,602,816,709.0,8.602325267042627,599.5,706.0,812.5,597,703.0,809,1,1,1,179,599.5,706.0,812.5,30,90,11,599,705.5,812,90,1,1,1
2588,2589,31,738,810,736,742,806,815,7,10,20000,5,10,5000,3947,7894,4428,40,20,10,13,7,45,90,209,205,218,13,199,10,6,179.06174921886156,738,810,107.00256362989693,10,5,7.5,7.0710678118654755,56.309932474020215,56.309932474020215,738,810,1.8125433654054046,0,742,815,778.5,10.816653826391969,739.0,774.75,810.5,736,771.0,806,1,1,1,209,739.0,774.75,810.5,31,90,45,738,774.0,810,90,1,1,1
2589,2590,120,1241,811,1235,1248,799,820,14,22,22000,10,22,4545,3157,6945,3896,110,26,21,17,10,158,68,216,205,243,38,195,21,10,179.66803540836048,1241,811,126.66812933635846,22,10,16.0,14.832396974191326,58.240519915187214,58.240519915187214,1241,811,4.13636035266502,0,1248,820,1034.0,24.698178070456937,1241.5,1025.5,809.5,1235,1017.0,799,1,1,1,216,1241.5,1025.5,809.5,120,68,158,1241,1026.0,811,68,1,1,1
2590,2591,53,1498,813,1495,1502,808,818,8,11,17142,7,12,5833,4686,9640,6022,54,24,11,14,9,169,113,215,205,240,35,197,18,8,0.3989856724524977,1498,813,246.50136519143032,12,7,9.5,9.16515138991168,55.00797980144134,55.00797980144134,1498,813,2.039012688713025,0,1502,818,1160.0,12.206555615733702,1498.5,1155.75,813.0,1495,1151.5,808,1,1,1,215,1498.5,1155.75,813.0,53,113,169,1498,1155.5,813,113,1,1,1
2591,2592,40,276,812,272,280,809,816,9,8,15000,6,9,6666,6288,10610,5555,34,28,6,11,11,45,90,218,205,237,32,194,24,11,0.4227401402102632,276,812,224.0007512428423,9,6,7.5,7.3484692283495345,41.18592516570965,41.18592516570965,276,812,1.7761423749153966,0,280,816,548.0,10.63014581273465,276.0,544.25,812.5,272,540.5,809,1,1,1,218,276.0,544.25,812.5,40,90,45,276,544.0,812,90,1,1,1
2592,2593,37,398,813,395,402,811,817,8,7,11428,7,8,8750,7361,9614,6607,36,25,7,12,10,11,90,200,185,240,55,179,21,6,179.27797029802142,398,813,133.83511769821268,8,7,7.5,7.483314773547883,40.60129464500447,40.60129464500447,398,813,1.5437342541593948,0,402,817,609.5,9.219544457292887,398.5,606.25,814.0,395,603.0,811,1,1,1,200,398.5,606.25,814.0,37,90,11,398,605.5,813,90,1,1,1
2593,2594,38,1079,810,1075,1083,805,815,9,11,13750,8,11,7272,3999,6048,3838,58,18,16,15,6,135,79,223,215,240,25,207,16,8,178.69641656816762,1079,810,131.67082582953375,11,8,9.5,9.38083151964686,51.34019174590991,51.34019174590991,1079,810,2.1343747458109497,0,1083,815,949.0,12.806248474865697,1079.0,944.5,810.0,1075,940.0,805,1,1,1,223,1079.0,944.5,810.0,38,79,135,1079,944.5,810,79,1,1,1
2594,2595,54,1188,812,1184,1193,808,817,10,10,12500,8,10,8000,6875,9549,5400,54,25,11,15,10,45,90,193,185,207,22,179,14,6,1.1155580028038992,1188,812,166.50315147955362,10,8,9.0,8.94427190999916,45.0,45.0,1188,812,2.1213203435596424,0,1193,817,1005.0,12.727922061357855,1188.5,1000.5,812.5,1184,996.0,808,1,1,1,193,1188.5,1000.5,812.5,54,90,45,1188,1000.0,812,90,1,1,1
2595,2596,99,298,813,290,306,808,820,17,13,14166,12,17,7058,4362,6464,4479,116,22,26,20,8,101,90,203,195,236,41,187,16,8,1.417079917626711,298,813,167.67322473608888,17,12,14.5,14.2828568570857,36.86989764584402,36.86989764584402,298,813,3.344021157465209,0,306,820,563.0,20.0,298.0,556.0,814.0,290,549.0,808,1,1,1,203,298.0,556.0,814.0,99,90,101,298,555.5,813,90,1,1,1
2596,2597,46,414,810,409,419,805,815,11,11,21666,6,13,4615,3466,7509,3801,48,24,10,12,9,45,135,211,205,222,17,197,14,8,178.29603606608555,414,810,105.1737783499102,13,6,9.5,8.831760866327848,45.0,45.0,414,810,2.3570226039551585,0,419,815,617.0,14.142135623730951,414.0,612.0,810.0,409,607.0,805,1,1,1,211,414.0,612.0,810.0,46,135,45,414,612.0,810,135,1,1,1
2597,2598,56,929,812,924,935,806,818,12,13,20000,7,14,5000,3638,7835,3589,56,25,11,13,10,34,113,199,195,210,15,189,10,6,160.56868270497426,929,812,88.311658704637,14,7,10.5,9.899494936611665,47.48955292199916,47.48955292199916,929,812,2.71592184169087,0,935,818,876.5,16.278820596099706,929.5,870.75,812.0,924,865.0,806,1,1,1,199,929.5,870.75,812.0,56,113,34,929,870.5,812,113,1,1,1
2598,2599,50,943,817,940,947,812,824,8,13,20000,7,14,5000,3248,6496,4807,48,25,10,11,10,146,56,192,185,211,26,180,12,5,159.7732372442632,943,817,35.8126780828885,14,7,10.5,9.899494936611665,59.743562836470744,59.743562836470744,943,817,2.315534940523975,0,947,824,885.5,13.892443989449804,943.5,880.75,818.0,940,876.0,812,1,1,1,192,943.5,880.75,818.0,50,56,146,943,880.0,817,56,1,1,1
2599,2600,31,1143,815,1141,1148,812,819,8,8,13333,6,8,7500,6167,9398,4843,40,20,10,14,7,45,90,192,185,204,19,177,15,8,174.2327469517736,1143,815,37.86269252740413,8,6,7.0,6.928203230275509,45.0,45.0,1143,815,1.6681125854828063,0,1148,819,983.5,9.899494936611665,1144.5,980.0,815.5,1141,976.5,812,1,1,1,192,1144.5,980.0,815.5,31,90,45,1143,979.0,815,90,1,1,1
2600,2601,51,1170,812,1165,1176,809,816,12,8,17142,7,12,5833,4509,7730,5312,62,21,15,16,8,101,90,191,185,208,23,179,12,6,173.75927999358393,1170,812,100.52783724488563,12,7,9.5,9.16515138991168,32.47119229084849,32.47119229084849,1170,812,2.173675740962213,0,1176,816,996.0,13.038404810405298,1170.5,991.5,812.5,1165,987.0,809,1,1,1,191,1170.5,991.5,812.5,51,90,101,1170,991.0,812,90,1,1,1
2601,2602,31,1746,811,1743,1749,808,814,7,7,13333,6,8,7500,6167,9398,6326,36,22,8,12,8,68,135,208,195,232,37,185,23,10,0.09947173949536557,1746,811,210.16681134248358,8,6,7.0,6.928203230275509,45.0,45.0,1746,811,1.414213562373095,0,1749,814,1281.5,8.48528137423857,1746.0,1278.5,811.0,1743,1275.5,808,1,1,1,208,1746.0,1278.5,811.0,31,135,68,1746,1278.5,811,135,1,1,1
